Sector,Escenario,Hora,IdNudo,Demanda,Altura,Presion,Calidad,Presion_cat,Cluster,Presion_pred,Presion_real_cat,Presion_pred_cat
Norte,0,00:00:00,1171,0.05,1801.48,32.8,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1174,0.04,1801.48,33.65,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1242,0.09,1801.52,22.52,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1233,0.01,1801.52,22.06,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1321,0.04,1801.54,21.57,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1310,0.01,1801.54,24.72,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1322,0.0,1801.54,22.34,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1254,0.1,1801.53,22.23,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1185,0.02,1801.51,26.78,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1294,0.02,1801.55,21.89,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1290,0.08,1801.54,23.39,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,352,0.1,1801.47,34.1,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,353,0.06,1801.47,34.01,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,348,0.1,1801.47,33.96,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,358,0.02,1801.49,33.22,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,357,0.03,1801.49,32.97,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1135,0.07,1801.47,32.93,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,5148,0.0,1801.48,32.5,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1133,0.02,1801.47,32.75,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1095,0.02,1801.47,29.88,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1159,0.06,1801.5,31.94,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,5112,0.02,1801.56,21.77,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,5108,0.0,1801.46,26.18,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1190,0.05,1801.46,26.33,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1151,0.03,1801.54,27.31,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1053,0.02,1801.47,29.96,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1106,0.07,1801.47,30.41,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1089,0.03,1801.47,30.08,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1141,0.04,1801.47,31.73,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,371,0.04,1801.47,32.78,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,5087,0.0,1801.48,32.82,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1148,0.0,1801.48,32.79,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1147,0.0,1801.48,32.78,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,5086,0.05,1801.48,32.77,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,00:00:00,1309,0.03,1801.54,28.57,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,01:00:00,1153,0.01,1801.5,28.9,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,01:00:00,1154,0.0,1801.5,29.35,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,01:00:00,1313,0.0,1801.49,29.79,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,01:00:00,1268,0.05,1801.57,21.07,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,01:00:00,5019,0.04,1801.46,32.28,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,01:00:00,404,0.02,1801.47,32.31,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,01:00:00,1248,0.05,1801.49,25.56,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,01:00:00,5011,0.04,1801.45,26.24,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,01:00:00,5010,0.02,1801.52,26.07,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,01:00:00,10020,0.04,1801.47,33.53,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,01:00:00,10059,0.03,1801.46,29.97,0.0,Muy Alta,1,12.47568311195446,Alta,Alta
Norte,0,01:00:00,10061,0.0,1801.53,20.82,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,01:00:00,10062,0.0,1801.55,20.73,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,01:00:00,10063,0.0,1801.57,20.98,0.0,Alta,1,12.47568311195446,Alta,Alta
Norte,0,01:00:00,10082,0.07,1801.52,20.78,0.0,Alta,1,12.47568311195446,Alta,Alta
