Sector,Escenario,Hora,IdTubo,Caudal,Velocidad,PerUni,Estado
Sur,E1,00:00,76559,0.11,0.03,0.01
Sur,E1,00:00,7655D,0.00,0.00,0.00
Sur,E1,00:00,765EB,0.01,0.00,0.00
Sur,E1,00:00,765EC,0.13,0.03,0.02
Sur,E1,00:00,765ED,0.16,0.04,0.02
Sur,E1,00:00,765EE,0.52,0.12,0.25
Sur,E1,00:00,765EF,-0.74,0.17,0.49
Sur,E1,00:00,765F0,-0.42,0.10,0.17
Sur,E1,00:00,765F1,-0.70,0.16,0.43
Sur,E1,00:00,765F2,0.35,0.08,0.12
Sur,E1,00:00,765F3,-0.04,0.01,0.00
Sur,E1,00:00,765F4,0.13,0.03,0.02
Sur,E1,00:00,765F6,0.07,0.02,0.01
Sur,E1,00:00,765F7,0.07,0.02,0.01
Sur,E1,00:00,765F8,-0.51,0.12,0.26
Sur,E1,00:00,765F9,-0.33,0.07,0.10
Sur,E1,00:00,765FA,-0.24,0.05,0.05
Sur,E1,00:00,765FB,0.01,0.00,0.00
Sur,E1,00:00,765FC,0.05,0.01,0.00
Sur,E1,00:00,765FD,-0.10,0.02,0.01
Sur,E1,00:00,765FE,0.01,0.00,0.00
Sur,E1,00:00,765FF,0.02,0.01,0.01
Sur,E1,00:00,76600,0.15,0.03,0.02
Sur,E1,00:00,76601,-0.22,0.05,0.04
Sur,E1,00:00,76602,-0.20,0.04,0.05
Sur,E1,00:00,76603,0.11,0.02,0.01
Sur,E1,00:00,76605,0.16,0.04,0.02
Sur,E1,00:00,76606,0.03,0.01,0.00
Sur,E1,00:00,76607,0.03,0.01,0.00
Sur,E1,00:00,76608,0.03,0.01,0.00
Sur,E1,00:00,76609,0.30,0.07,0.09
Sur,E1,00:00,7660A,0.52,0.12,0.25
Sur,E1,00:00,7660B,0.34,0.08,0.12
Sur,E1,00:00,7660C,-0.45,0.10,0.19
Sur,E1,00:00,7660E,0.57,0.13,0.29
Sur,E1,00:00,7660F,0.03,0.01,0.00
Sur,E1,00:00,76610,0.04,0.01,0.00
Sur,E1,00:00,76611,-0.03,0.01,0.00
Sur,E1,00:00,76612,0.03,0.01,0.00
Sur,E1,00:00,76775,0.71,0.16,0.44
Sur,E1,00:00,76794,-0.41,0.09,0.16
Sur,E1,00:00,76845,-0.19,0.04,0.04
Sur,E1,00:00,76846,-0.44,0.10,0.18
Sur,E1,00:00,768CC,0.78,0.18,0.53
Sur,E1,00:00,768CD,0.79,0.18,0.54
Sur,E1,00:00,768CE,-0.24,0.05,0.06
Sur,E1,00:00,768CF,-0.19,0.04,0.04
Sur,E1,00:00,768D1,0.63,0.14,0.36
Sur,E1,00:00,768D2,0.18,0.04,0.04
Sur,E1,00:00,768D3,-0.36,0.08,0.12
Sur,E1,00:00,768D4,0.22,0.05,0.05
Sur,E1,00:00,768F1,0.03,0.01,0.00
Sur,E1,00:00,768F2,1.00,0.23,0.84
Sur,E1,00:00,768F3,0.78,0.18,0.53
Sur,E1,00:00,768F4,-0.01,0.00,0.00
Sur,E1,00:00,768F5,0.25,0.06,0.06
Sur,E1,00:00,768F6,-0.14,0.03,0.01
Sur,E1,00:00,768F7,0.01,0.00,0.00
Sur,E1,00:00,768F8,0.87,0.20,0.64
Sur,E1,00:00,768F9,-0.33,0.07,0.11
Sur,E1,00:00,768FA,1.01,0.23,0.86
Sur,E1,00:00,768FB,0.41,0.09,0.16
Sur,E1,00:00,768FC,0.45,0.10,0.19
Sur,E1,00:00,768FD,0.40,0.09,0.15
Sur,E1,00:00,768FE,-0.36,0.08,0.12
Sur,E1,00:00,768FF,-0.33,0.07,0.10
Sur,E1,00:00,76900,-0.13,0.03,0.02
Sur,E1,00:00,76901,0.71,0.16,0.44
Sur,E1,00:00,76903,-1.20,0.27,1.18
Sur,E1,00:00,76904,0.39,0.09,0.15
Sur,E1,00:00,76905,0.11,0.03,0.01
Sur,E1,00:00,76906,-0.49,0.11,0.22
Sur,E1,00:00,76907,0.42,0.10,0.16
Sur,E1,00:00,76908,0.63,0.14,0.36
Sur,E1,00:00,76909,-0.04,0.01,0.00
Sur,E1,00:00,7690A,-0.05,0.01,0.00
Sur,E1,00:00,7690B,-2.26,0.51,3.79
Sur,E1,00:00,7690C,1.63,0.37,2.05
Sur,E1,00:00,7690D,1.91,0.43,2.78
Sur,E1,00:00,7690E,-0.62,0.14,0.34
Sur,E1,00:00,7690F,1.19,0.27,1.16
Sur,E1,00:00,76911,0.18,0.04,0.03
Sur,E1,00:00,76912,0.84,0.19,0.60
Sur,E1,00:00,76913,-0.16,0.04,0.03
Sur,E1,00:00,76914,0.82,0.19,0.58
Sur,E1,00:00,76915,-0.41,0.09,0.16
Sur,E1,00:00,76916,1.00,0.23,0.84
Sur,E1,00:00,76917,-1.16,0.26,1.09
Sur,E1,00:00,76918,0.62,0.14,0.35
Sur,E1,00:00,76919,-0.18,0.04,0.04
Sur,E1,00:00,7691A,-1.62,0.37,2.03
Sur,E1,00:00,7691B,0.10,0.02,0.01
Sur,E1,00:00,7691C,0.11,0.03,0.01
Sur,E1,00:00,7691D,0.51,0.12,0.24
Sur,E1,00:00,7691E,1.83,0.41,2.56
Sur,E1,00:00,7691F,-1.67,0.38,2.15
Sur,E1,00:00,76920,0.14,0.03,0.02
Sur,E1,00:00,76921,1.11,0.25,1.00
Sur,E1,00:00,76922,1.80,0.41,2.47
Sur,E1,00:00,76923,0.37,0.08,0.13
Sur,E1,00:00,76924,1.98,0.45,2.95
Sur,E1,00:00,76925,-1.54,0.35,1.86
Sur,E1,00:00,76926,0.11,0.02,0.01
Sur,E1,00:00,76927,0.99,0.22,0.81
Sur,E1,00:00,76929,0.07,0.02,0.00
Sur,E1,00:00,7692A,0.03,0.01,0.00
Sur,E1,00:00,7692B,0.16,0.04,0.03
Sur,E1,00:00,7692C,0.49,0.11,0.22
Sur,E1,00:00,7692D,0.25,0.06,0.07
Sur,E1,00:00,7692E,0.16,0.04,0.03
Sur,E1,00:00,7692F,0.21,0.05,0.05
Sur,E1,00:00,76930,-0.03,0.01,0.00
Sur,E1,00:00,76931,0.03,0.01,0.00
Sur,E1,00:00,76932,0.03,0.01,0.00
Sur,E1,00:00,76934,0.33,0.07,0.11
Sur,E1,00:00,76935,0.17,0.04,0.03
Sur,E1,00:00,76936,0.12,0.03,0.02
Sur,E1,00:00,76937,0.12,0.03,0.02
Sur,E1,00:00,76965,0.13,0.03,0.02
Sur,E1,00:00,76966,-0.39,0.09,0.15
Sur,E1,00:00,76967,-0.88,0.20,0.66
Sur,E1,00:00,76968,-0.45,0.10,0.19
Sur,E1,00:00,76969,-0.85,0.19,0.62
Sur,E1,00:00,7696A,0.20,0.04,0.04
Sur,E1,00:00,7696B,0.02,0.00,0.00
Sur,E1,00:00,7696C,0.07,0.02,0.01
Sur,E1,00:00,7696D,0.10,0.02,0.01
Sur,E1,00:00,7696E,-0.54,0.12,0.27
Sur,E1,00:00,7696F,0.12,0.03,0.02
Sur,E1,00:00,76C39,2.04,0.26,0.77
Sur,E1,00:00,76C3A,2.34,0.30,0.99
Sur,E1,00:00,76C3B,1.89,0.24,0.67
Sur,E1,00:00,76C3C,1.95,0.25,0.72
Sur,E1,00:00,76C3D,2.44,0.31,1.07
Sur,E1,00:00,76C3E,2.59,0.33,1.20
Sur,E1,00:00,76C80,1.94,0.25,0.70
Sur,E1,00:00,76CB0,-0.98,0.13,0.20
Sur,E1,00:00,76CB1,-0.91,0.12,0.16
Sur,E1,00:00,76CB2,-1.34,0.17,0.33
Sur,E1,00:00,76CB4,-0.59,0.08,0.08
Sur,E1,00:00,76CB5,0.63,0.08,0.09
Sur,E1,00:00,76CB6,0.74,0.09,0.12
Sur,E1,00:00,76CB7,0.85,0.11,0.15
Sur,E1,00:00,76CB8,0.01,0.00,0.00
Sur,E1,00:00,76CB9,0.09,0.01,0.02
Sur,E1,00:00,76CBA,0.20,0.03,0.01
Sur,E1,00:00,76CBB,0.29,0.04,0.02
Sur,E1,00:00,76CBC,0.36,0.05,0.03
Sur,E1,00:00,76CBD,0.99,0.13,0.19
Sur,E1,00:00,76CBE,2.03,0.26,0.76
Sur,E1,00:00,76CBF,2.12,0.27,0.83
Sur,E1,00:00,76CC0,2.35,0.30,1.00
Sur,E1,00:00,76CC1,-2.87,0.37,1.44
Sur,E1,00:00,76D1F,-1.08,0.14,0.24
Sur,E1,00:00,76D20,1.61,0.20,0.50
Sur,E1,00:00,76D21,1.97,0.25,0.72
Sur,E1,00:00,76D24,-1.72,0.22,0.56
Sur,E1,00:00,76D26,2.05,0.26,0.77
Sur,E1,00:00,76D2A,-0.56,0.07,0.07
Sur,E1,00:00,76D2D,0.43,0.05,0.04
Sur,E1,00:00,76DB2,-1.69,0.22,0.54
Sur,E1,00:00,76DB4,-0.45,0.06,0.05
Sur,E1,00:00,76DB5,-0.51,0.06,0.06
Sur,E1,00:00,76DB6,-0.94,0.12,0.18
Sur,E1,00:00,76DB7,0.22,0.03,0.01
Sur,E1,00:00,76DB8,0.10,0.01,0.00
Sur,E1,00:00,76DB9,-1.84,0.23,0.63
Sur,E1,00:00,76DBA,1.34,0.17,0.36
Sur,E1,00:00,76DC1,-0.16,0.02,0.01
Sur,E1,00:00,76DC2,0.57,0.07,0.07
Sur,E1,00:00,76DC3,9.11,1.16,12.30
Sur,E1,00:00,76DC4,-7.28,0.93,8.12
Sur,E1,00:00,76DC5,-7.07,0.90,7.69
Sur,E1,00:00,76DC6,8.37,1.07,10.51
Sur,E1,00:00,76DC7,-7.67,0.98,8.93
Sur,E1,00:00,76DC8,0.24,0.03,0.01
Sur,E1,00:00,76DCA,-0.00,0.00,0.00
Sur,E1,00:00,76DCB,-0.01,0.00,0.00
Sur,E1,00:00,76DCD,6.72,0.86,6.99
Sur,E1,00:00,76DCE,6.34,0.81,6.29
Sur,E1,00:00,76DCF,6.06,0.77,5.79
Sur,E1,00:00,76DD0,5.77,0.73,5.28
Sur,E1,00:00,76DD1,0.10,0.01,0.00
Sur,E1,00:00,76DD9,-0.60,0.08,0.08
Sur,E1,00:00,76DDA,-0.74,0.09,0.12
Sur,E1,00:00,76DDC,-0.42,0.05,0.04
Sur,E1,00:00,76DDD,0.06,0.01,0.00
Sur,E1,00:00,76EDB,2.63,0.34,1.23
Sur,E1,00:00,76F03,-4.69,0.27,0.50
Sur,E1,00:00,76F07,27.90,1.58,13.56
Sur,E1,00:00,76F0A,-27.96,1.58,13.62
Sur,E1,00:00,76F0B,28.19,1.60,13.83
Sur,E1,00:00,76F0C,-28.46,1.61,14.08
Sur,E1,00:00,76F10,-1.91,0.11,0.09
Sur,E1,00:00,76F11,1.96,0.11,0.10
Sur,E1,00:00,76F1C,2.64,0.15,0.20
Sur,E1,00:00,76F1D,-2.65,0.15,0.17
Sur,E1,00:00,76F5A,-0.10,0.01,0.00
Sur,E1,00:00,76F8E,-1.17,0.07,0.04
Sur,E1,00:00,76F8F,-2.20,0.12,0.13
Sur,E1,00:00,76F90,-7.93,0.45,1.32
Sur,E1,00:00,76F91,4.46,0.25,0.45
Sur,E1,00:00,76F92,-4.01,0.23,0.37
Sur,E1,00:00,76F93,1.63,0.09,0.07
Sur,E1,00:00,76F9A,0.22,0.01,0.00
Sur,E1,00:00,76F9B,-8.07,0.46,1.37
Sur,E1,00:00,76F9C,8.09,0.46,1.38
Sur,E1,00:00,76F9D,-9.56,0.54,1.86
Sur,E1,00:00,76F9E,-14.04,0.79,3.80
Sur,E1,00:00,76F9F,-15.95,0.90,4.82
Sur,E1,00:00,76FA0,-15.98,0.90,4.82
Sur,E1,00:00,76FA1,-16.01,0.91,4.85
Sur,E1,00:00,76FA2,-17.17,0.97,5.52
Sur,E1,00:00,76FA3,-18.84,1.07,6.56
Sur,E1,00:00,76FA4,4.85,0.27,0.53
Sur,E1,00:00,76FB6,0.55,0.03,0.01
Sur,E1,00:00,84C72,-1.30,0.17,0.34
Sur,E1,00:00,84C75,-2.21,0.28,0.89
Sur,E1,00:00,867F7,-2.10,0.27,0.81
Sur,E1,00:00,86814,-1.68,0.21,0.54
Sur,E1,00:00,8682B,2.00,0.25,0.74
